School;Cohort;Book ID;Topic;Bookclub;User ID;Name;Message;Translation  ;Message Time;Is Answer;Page;Book relevance;Type;Category;CategoryBroad
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1116;Vizmared8;ja zato;Yes that's why;5.6.2019 6:39;No;5;Yes;A;DAA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1110;Vizmared2;meni se tudi zdi tako.;I think so too.;5.6.2019 6:40;No;5;Yes;A;DAA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1124;Vizmared16;Actorica daje soncu in planetom občuek, Ker je to pravljica.;The author gave the sun and the planets feelings, because this is a fairytale.;5.6.2019 6:40;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1116;Vizmared8;ja no kje si podatek našel;Yes well where did you find that data;5.6.2019 6:41;No;5;Yes;Q;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1125;Vizmared17;Ej a si res prepričan v ta odgovor?;Hey are you sure this answer is in the book?;5.6.2019 6:41;No;5;Yes;Q;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1116;Vizmared8;jaz sem  v knjigi;I am in the book;5.6.2019 6:41;No;5;No;A;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1110;Vizmared2;jaz tudi mislim tako.;I think so too.;5.6.2019 6:41;No;5;Yes;A;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1116;Vizmared8;ja jaz sem;Yes I am;5.6.2019 6:42;No;5;No;S;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1116;Vizmared8;kako pa veš;How do you know;5.6.2019 6:43;No;5;No;S;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1117;Vizmared9;Koko pa to;How come;5.6.2019 6:43;No;5;No;S;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Two;1117;Vizmared9;Kokomo mislaid to;gibberish;5.6.2019 6:44;No;5;No;S;O;O
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1122;Vizmared14;bi ga hipnotiziral;He could hipnotize him;5.6.2019 6:50;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1086;LaraHodejVizmared;hihi, zanimivo :);hihi, that's interesting :);5.6.2019 6:51;No;1;No;S;ME;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1122;Vizmared14;ffgfshdhgdftgiuzgh,jtiulttuiltutouepfjthgzt;gibberish;5.6.2019 6:51;No;4;No;S;O;O
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1086;LaraHodejVizmared;STOP! Tega ne počnemo!;STOP! We don't do that here!;5.6.2019 6:51;No;1;No;S;M;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1113;Vizmared5;lahko bi ga  udaril v trebuh;He could punch him in the stomach;5.6.2019 6:52;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1122;Vizmared14;bi mu slekel hlače;Take his pants off;5.6.2019 6:53;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1113;Vizmared5;haha;haha;5.6.2019 6:54;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1086;LaraHodejVizmared;Joj, to bi mu bilo nerodno! Kar nadaljuj z reševanjem vprašalnikov D in E.;Oh my, that would be really embarassing for him! Continue by solving the D and E questionnaires.;5.6.2019 6:56;No;1;Yes;A;ME;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način?;Book Club Three;1113;Vizmared5;ok;ok;5.6.2019 6:57;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1122;Vizmared14;delati salte;do somersaults;5.6.2019 7:14;No;11;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1122;Vizmared14;delati kokošja krila;make chicken wings;5.6.2019 7:15;No;11;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1122;Vizmared14;iiii;iiiii;5.6.2019 7:16;No;11;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1113;Vizmared5;igrati video igre;play video games;5.6.2019 7:21;No;13;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1113;Vizmared5;hej vita;hej Vita;5.6.2019 7:21;No;13;No;S;CG;C
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1113;Vizmared5;če si;If it is you;5.6.2019 7:22;No;13;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;12;Kaj meniš, česa vsega bi se Čopko lahko naučil? / What else do you think Čopko could learn?;Book Club Three;1113;Vizmared5;ubijati volke;Kill wolves;5.6.2019 7:22;No;13;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;zato ker je morda hotela na ta način opisati ljudi;Because maybe she wanted to portray people in this way;5.6.2019 6:35;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1086;LaraHodejVizmared;Zanimivo razmišljaš!;Interesting thinking!;5.6.2019 6:35;No;1;No;S;ME;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;hvala, kaj pa ti misliš o tem;Thank you, what do you think of that;5.6.2019 6:36;No;5;Yes;Q;DQ;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1086;LaraHodejVizmared;Mogoče je to naredila zato, ker je to pravljica.;Maybe she did it because it's a fairytale.;5.6.2019 6:38;No;1;Yes;A;MA;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;kaj ti misliš v soncu;What do you think about the sun;5.6.2019 6:39;No;5;Yes;Q;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;mislim da je moder.;I think it's wise;5.6.2019 6:41;No;5;Yes;A;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;P.S.ne kot  barvaž;"P.S. Not like the colour (in Slovene, we say someone is ""blue"" - it means they are wise)";5.6.2019 6:41;No;5;Yes;S;CB;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1113;Vizmared5;napaka!!!ni ž;Mistake!!!!;5.6.2019 6:42;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1122;Vizmared14;ker je to naša domišlija;Because that is our imagination;5.6.2019 6:46;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1120;Vizmared12;To je pravljica;This is a fairytale;5.6.2019 6:46;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?;Book Club Three;1086;LaraHodejVizmared;Res je, zdaj pa kar nadaljujte z branjem ...;That's right, now continue reading... ;5.6.2019 6:46;No;1;Yes;S;M;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;say heloo to me lil friend;Say hello to me 'lil friend;5.6.2019 6:45;No;4;No;S;CG;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;hec;joke;5.6.2019 6:45;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;hec;joke;5.6.2019 6:45;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;cefizelj bi lahko pobegnil policaju tako da bi izkopal tunel pod pekarno;Cefizelj could escape by digging a tunnel under the bakery;5.6.2019 6:47;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1086;LaraHodejVizmared;Zanimiva ideja!;Interesting idea!;5.6.2019 6:48;No;1;Yes;S;ME;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;a spet vi gospodicna ali gospod;It's you again, miss or mister;5.6.2019 6:49;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;a je se kdo tukaj;Is anyone else here;5.6.2019 6:49;No;4;No;Q;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1086;LaraHodejVizmared;Spet jaz. Jaz menim, da bi mu lahko pobegnil tudi tako, da se sploh ne bi vračal več v Butale. Imaš ti še kakšno idejo?;Me again. I think, he could also escape by never coming back to Butale. Do you have any other ideas?;5.6.2019 6:49;No;1;Yes;A;MA;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;jaz jakob;Me Jakob;5.6.2019 6:49;No;4;No;S;II;I
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;ziga;Žiga;5.6.2019 6:50;No;4;No;S;II;I
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;okokokokoko;okokokokoko;5.6.2019 6:50;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;okokokokokokokokokokokokokokokokokokokokkokookokokokookook;okokokokokokokokokokokokokokokokokokokokkokookokokokookook;5.6.2019 6:50;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;jaz imam 500 buck;I have 500 bucks;5.6.2019 6:51;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;kako mislis da bi lahko se pobegni;How else do you think he could escape;5.6.2019 6:51;No;4;Yes;Q;DQ;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;l;I;5.6.2019 6:51;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;nevem sam igotovi;I don't know figure it out by yourself;5.6.2019 6:51;No;4;Yes;A;DAA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;!!!!!!;!!!!;5.6.2019 6:51;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1118;Vizmared10;Cefizelj bi lahko pobegnil policaju da izkoplje luknjo pod pekarno;Cefizelj could escape by digging a tunnel under the bakery;5.6.2019 6:51;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;no cakam na odgoveor;Well I am waiting for my answer;5.6.2019 6:51;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;???????;?????;5.6.2019 6:52;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;to sem jaz rekel vizmared10;That's what I said vizmareD10;5.6.2019 6:52;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;!!!!!!!!!!!!!!!!!!!!!!;5.6.2019 6:52;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1118;Vizmared10;Kako bi lahko se pobegnil;How else could he escape;5.6.2019 6:53;No;4;Yes;Q;DQ;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;jaz se tudi strinjam s tabo vizmared10;I agree with you vizmared10;5.6.2019 6:53;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;nevem?;I don't know?;5.6.2019 6:53;No;4;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1114;Vizmared6;da bi cefizelj porinil policaja in hitro zbezal;Cefizelj could push the cop and then quickly run away;5.6.2019 6:55;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1086;LaraHodejVizmared;Joj, to bi bilo grozno. Kar nadaljuj z reševanjem vprašalnikov D in E.;Oh my, that would be terrible. Go on by solving the D and E questionnaires.;5.6.2019 6:57;No;1;Yes;S;M;M
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1121;Vizmared13;Da ga bi brcnu;He could kick him;5.6.2019 6:57;No;4;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1109;Vizmared1;kdo je vizmared13;Who is vizmared13;5.6.2019 6:59;No;4;No;Q;IQ;I
OŠ Vižmarje - Brod;Vizmared;8;Kako bi lahko Cefizelj pobegnil policistu še na drugačen način? / In what other way could Cefizelj get away from the policeman?;Book Club Four;1086;LaraHodejVizmared;Si že rešil vprašalnika D in E?;Are you finished with the questionnaires D and E?;5.6.2019 7:00;No;1;No;Q;M;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;zato ker  globoko v sebi res imajo svoje misli in obcutke;Because deep inside they really do have their own thoughts and feelings;5.6.2019 6:34;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1086;LaraHodejVizmared;Zanimivo razmišljaš! Bravo!;Interesting thinking! Bravo!;5.6.2019 6:35;No;1;No;S;ME;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1118;Vizmared10;Hvala;Thank you;5.6.2019 6:35;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;kdo je to???????;Who is this????;5.6.2019 6:35;No;5;No;Q;IQ;I
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;toni napisala tebi;She didn't write that to you;5.6.2019 6:36;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1086;LaraHodejVizmared;Ni pomembno, kdo se skriva za katerim imenom. Pomembni so le odgovori.;It doesn't matter who is hiding behind what name. What matters are the answers.;5.6.2019 6:36;No;1;No;S;M;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;no pozabi;Well forget it;5.6.2019 6:36;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1118;Vizmared10;Ker se ji je adele da jih  ima?;Because she thought they have them;5.6.2019 6:37;No;5;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;yara?;Yara?;5.6.2019 6:37;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1118;Vizmared10;Zdelo;Thought;5.6.2019 6:38;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;ok ta diskusija je pokvarjena. zakaj imam samo nekatere;Ok this discussion is broken. Why do we only have some people;5.6.2019 6:39;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;????????;???????;5.6.2019 6:39;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;????;????;5.6.2019 6:39;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1086;LaraHodejVizmared;Razdeleljeni ste v skupine. Tako da se pogovarjamo samo mi, ki smo znotraj te skupine.;You are divided into groups. So only the people inside the group can talk to each other. ;5.6.2019 6:40;No;1;No;S;M;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1109;Vizmared1;k;k;5.6.2019 6:40;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1114;Vizmared6;a res;Oh really ;5.6.2019 6:41;No;5;No;S;CO;C
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1086;LaraHodejVizmared;Zanimivo vprašanje. Ima kdo kakšno idejo?;Interesting question. Does anyone have any ideas?;5.6.2019 6:41;No;1;Yes;Q;MQ;M
OŠ Vižmarje - Brod;Vizmared;15;Sonce in planeti v resnici nimajo občutkov in misli. Zakaj avtorica te zgodbe daje Soncu in planetom misli in občutke?/ The Sun and the planets don't actually have thoughts and feelings. Why did the author of the story give them thoughts and feelings?;Book Club Four;1114;Vizmared6;ne jas ne;No I don't;5.6.2019 6:41;No;5;No;S;DA;D
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1045;Vizmarjec5;lala;;2019-06-05 03:27:46 AM;No;13;No;S;CO;C
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1042;Vizmarjec2;zivjo;hi;2019-06-05 03:27:47 AM;No;6;No;S;CG;C
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1037;AnaKogovšekVizmarjec;No, kaj menita, da bi se lahko naučil?;So what do you whink, what can he learn?;2019-06-05 03:28:09 AM;No;1;Yes;Q;MQ;M
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1042;Vizmarjec2;plesati;dance;2019-06-05 03:28:39 AM;No;6;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1045;Vizmarjec5;nimaM POJMA;i have no idea;2019-06-05 03:30:03 AM;No;13;Yes;A;DA;D
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1037;AnaKogovšekVizmarjec;Še malo premislita in potem nadaljujta z branjem, če še nista ...;Think a little and then continue with the reading;2019-06-05 03:30:39 AM;No;1;Yes;S;ME;M
OŠ Vižmarje - Brod;Vizmarjec;12;Kaj meniš, česa vsega bi se Čopko lahko naučil?;Book Club Four;1042;Vizmarjec2;smucati,bordat,igrati fortnite;ski, bord, play fortnite;2019-06-05 03:33:06 AM;No;6;Yes;A;DA;D
